Feature,P-Value,Bonferroni Corrected P-Value
GO:0036376,1.0,1.0
GO:0036380,1.0,1.0
GO:0036386,0.5505798969072165,1.0
GO:0036397,1.0,1.0
GO:0036402,1.0,1.0
GO:0036411,1.0,1.0
GO:0036412,1.0,1.0
GO:0036424,1.0,1.0
GO:0036428,1.0,1.0
GO:0036429,1.0,1.0
GO:0036430,1.0,1.0
GO:0036431,1.0,1.0
GO:0036440,1.0,1.0
GO:0036448,1.0,1.0
GO:0036456,1.0,1.0
GO:0036460,1.0,1.0
GO:0036506,1.0,1.0
GO:0036524,1.0,1.0
GO:0038023,1.0,1.0
GO:0040008,1.0,1.0
GO:0040033,1.0,1.0
GO:0042026,1.0,1.0
GO:0042054,1.0,1.0
GO:0042126,1.0,1.0
GO:0042128,0.6520726786806893,1.0
GO:0042132,1.0,1.0
GO:0042134,1.0,1.0
GO:0042150,1.0,1.0
GO:0042157,1.0,1.0
GO:0042158,1.0,1.0
GO:0042167,1.0,1.0
GO:0042168,1.0,1.0
GO:0042177,1.0,1.0
GO:0042182,1.0,1.0
GO:0042245,1.0,1.0
GO:0042254,0.3571428571428571,1.0
GO:0042255,1.0,1.0
GO:0042256,1.0,1.0
GO:0042262,1.0,1.0
GO:0042274,0.3571428571428571,1.0
GO:0042276,1.0,1.0
GO:0042277,1.0,1.0
GO:0042278,1.0,1.0
GO:0042279,1.0,1.0
GO:0042286,1.0,1.0
GO:0042301,1.0,1.0
GO:0042304,1.0,1.0
GO:0042351,1.0,1.0
GO:0042354,1.0,1.0
GO:0042355,1.0,1.0
GO:0042364,1.0,1.0
GO:0042371,1.0,1.0
GO:0042380,1.0,1.0
GO:0042391,1.0,1.0
GO:0042398,1.0,1.0
GO:0042413,1.0,1.0
GO:0042431,1.0,1.0
GO:0042450,1.0,1.0
GO:0042454,1.0,1.0
GO:0042538,1.0,1.0
GO:0042542,1.0,1.0
GO:0042545,1.0,1.0
GO:0042558,1.0,1.0
GO:0042559,1.0,1.0
GO:0042577,1.0,1.0
GO:0042578,1.0,1.0
GO:0042586,1.0,1.0
GO:0042594,1.0,1.0
GO:0042597,1.0,1.0
GO:0042602,1.0,1.0
GO:0042619,1.0,1.0
GO:0042626,1.0,1.0
GO:0042709,1.0,1.0
GO:0042732,1.0,1.0
GO:0042742,1.0,1.0
GO:0042743,1.0,1.0
GO:0042744,1.0,1.0
GO:0042759,1.0,1.0
GO:0042773,1.0,1.0
GO:0042777,1.0,1.0
GO:0042780,1.0,1.0
GO:0042781,1.0,1.0
GO:0042802,1.0,1.0
GO:0042803,0.5152180755142414,1.0
GO:0042806,1.0,1.0
GO:0042816,1.0,1.0
GO:0042817,1.0,1.0
GO:0042819,1.0,1.0
GO:0042823,1.0,1.0
GO:0042834,1.0,1.0
GO:0042836,1.0,1.0
GO:0042838,1.0,1.0
GO:0042840,0.3571428571428571,1.0
GO:0042843,1.0,1.0
GO:0042846,1.0,1.0
GO:0042866,1.0,1.0
GO:0042867,1.0,1.0
GO:0042873,1.0,1.0
GO:0042875,1.0,1.0
GO:0042881,1.0,1.0
GO:0042882,1.0,1.0
GO:0042883,1.0,1.0
GO:0042884,1.0,1.0
GO:0042885,1.0,1.0
GO:0042906,1.0,1.0
GO:0042907,1.0,1.0
GO:0042908,1.0,1.0
GO:0042910,1.0,1.0
GO:0042912,1.0,1.0
GO:0042914,1.0,1.0
GO:0042918,1.0,1.0
GO:0042919,1.0,1.0
GO:0042925,1.0,1.0
GO:0042928,1.0,1.0
GO:0042930,1.0,1.0
GO:0042931,1.0,1.0
GO:0042937,1.0,1.0
GO:0042938,1.0,1.0
GO:0042939,1.0,1.0
GO:0042941,1.0,1.0
GO:0042942,1.0,1.0
GO:0042944,1.0,1.0
GO:0042945,1.0,1.0
GO:0042953,1.0,1.0
GO:0042956,1.0,1.0
GO:0042958,1.0,1.0
GO:0042960,1.0,1.0
GO:0042968,0.3571428571428571,1.0
GO:0042970,0.3571428571428571,1.0
GO:0043021,1.0,1.0
GO:0043022,0.3571428571428571,1.0
GO:0043023,1.0,1.0
GO:0043024,1.0,1.0
GO:0043039,1.0,1.0
GO:0043041,1.0,1.0
GO:0043043,1.0,1.0
GO:0043052,1.0,1.0
GO:0043066,1.0,1.0
GO:0043068,1.0,1.0
GO:0043085,1.0,1.0
GO:0043093,1.0,1.0
GO:0043094,1.0,1.0
GO:0043100,1.0,1.0
GO:0043102,1.0,1.0
GO:0043103,1.0,1.0
GO:0043107,1.0,1.0
GO:0043113,1.0,1.0
GO:0043115,1.0,1.0
GO:0043136,1.0,1.0
GO:0043137,1.0,1.0
GO:0043138,1.0,1.0
GO:0043139,1.0,1.0
GO:0043164,1.0,1.0
GO:0043165,1.0,1.0
GO:0043168,1.0,1.0
GO:0043169,1.0,1.0
GO:0043171,1.0,1.0
GO:0043175,1.0,1.0
GO:0043190,1.0,1.0
GO:0043199,1.0,1.0
GO:0043200,0.3571428571428571,1.0
GO:0043201,1.0,1.0
GO:0043213,1.0,1.0
GO:0043229,1.0,1.0
GO:0043231,1.0,1.0
GO:0043232,1.0,1.0
GO:0043254,1.0,1.0
GO:0043295,1.0,1.0
GO:0043335,1.0,1.0
GO:0043365,1.0,1.0
GO:0043424,1.0,1.0
GO:0043442,1.0,1.0
GO:0043468,1.0,1.0
GO:0043470,1.0,1.0
GO:0043487,1.0,1.0
GO:0043488,1.0,1.0
GO:0043527,1.0,1.0
GO:0043530,1.0,1.0
GO:0043531,1.0,1.0
GO:0043546,0.536082474226804,1.0
GO:0043565,0.28948821796759944,1.0
GO:0043571,1.0,1.0
GO:0043580,1.0,1.0
GO:0043590,1.0,1.0
GO:0043597,1.0,1.0
GO:0043602,1.0,1.0
GO:0043604,1.0,1.0
GO:0043609,1.0,1.0
GO:0043628,1.0,1.0
GO:0043633,1.0,1.0
GO:0043682,1.0,1.0
GO:0043683,1.0,1.0
GO:0043686,1.0,1.0
GO:0043687,1.0,1.0
GO:0043708,1.0,1.0
GO:0043709,1.0,1.0
GO:0043711,1.0,1.0
GO:0043726,1.0,1.0
GO:0043737,1.0,1.0
GO:0043739,1.0,1.0
GO:0043743,1.0,1.0
GO:0043748,1.0,1.0
GO:0043751,1.0,1.0
GO:0043752,1.0,1.0
GO:0043755,1.0,1.0
GO:0043765,1.0,1.0
GO:0043768,1.0,1.0
GO:0043770,1.0,1.0
GO:0043771,1.0,1.0
GO:0043772,1.0,1.0
GO:0043798,1.0,1.0
GO:0043811,1.0,1.0
GO:0043815,1.0,1.0
GO:0043821,1.0,1.0
GO:0043824,1.0,1.0
GO:0043825,1.0,1.0
GO:0043828,1.0,1.0
GO:0043838,1.0,1.0
GO:0043842,1.0,1.0
GO:0043846,1.0,1.0
GO:0043856,1.0,1.0
GO:0043862,1.0,1.0
GO:0043872,1.0,1.0
GO:0043873,1.0,1.0
GO:0043875,1.0,1.0
GO:0043877,1.0,1.0
GO:0043879,1.0,1.0
GO:0043883,1.0,1.0
GO:0043887,1.0,1.0
GO:0043906,1.0,1.0
GO:0043907,1.0,1.0
GO:0043908,1.0,1.0
GO:0043916,1.0,1.0
GO:0043918,1.0,1.0
GO:0043952,1.0,1.0
GO:0043953,1.0,1.0
GO:0043957,1.0,1.0
GO:0044010,0.5505798969072165,1.0
GO:0044011,0.3571428571428571,1.0
GO:0044027,1.0,1.0
GO:0044038,1.0,1.0
GO:0044096,1.0,1.0
GO:0044179,1.0,1.0
GO:0044183,1.0,1.0
GO:0044205,0.536082474226804,1.0
GO:0044206,1.0,1.0
GO:0044208,1.0,1.0
GO:0044209,1.0,1.0
GO:0044210,1.0,1.0
GO:0044211,1.0,1.0
GO:0044248,1.0,1.0
GO:0044255,1.0,1.0
GO:0044272,1.0,1.0
GO:0044281,1.0,1.0
GO:0044283,1.0,1.0
GO:0044318,1.0,1.0
GO:0044341,1.0,1.0
GO:0044349,1.0,1.0
GO:0044355,1.0,1.0
GO:0044374,1.0,1.0
GO:0044384,1.0,1.0
GO:0044403,1.0,1.0
GO:0044532,1.0,1.0
GO:0044547,1.0,1.0
GO:0044550,1.0,1.0
GO:0044569,1.0,1.0
GO:0044571,1.0,1.0
GO:0044581,1.0,1.0
GO:0044610,1.0,1.0
GO:0044659,1.0,1.0
GO:0044667,1.0,1.0
GO:0044715,1.0,1.0
GO:0044716,1.0,1.0
GO:0044718,1.0,1.0
GO:0044729,1.0,1.0
GO:0044776,1.0,1.0
GO:0044777,1.0,1.0
GO:0044780,1.0,1.0
GO:0044781,1.0,1.0
GO:0044787,1.0,1.0
GO:0044799,1.0,1.0
GO:0044826,1.0,1.0
GO:0044873,1.0,1.0
GO:0044874,1.0,1.0
GO:0044877,1.0,1.0
GO:0045004,1.0,1.0
GO:0045013,1.0,1.0
GO:0045121,1.0,1.0
GO:0045127,1.0,1.0
GO:0045145,1.0,1.0
GO:0045148,1.0,1.0
GO:0045152,1.0,1.0
GO:0045182,1.0,1.0
GO:0045226,1.0,1.0
GO:0045227,1.0,1.0
GO:0045228,1.0,1.0
GO:0045252,1.0,1.0
GO:0045254,1.0,1.0
GO:0045259,1.0,1.0
GO:0045261,1.0,1.0
GO:0045263,1.0,1.0
GO:0045271,1.0,1.0
GO:0045272,1.0,1.0
GO:0045281,1.0,1.0
GO:0045282,1.0,1.0
GO:0045284,1.0,1.0
GO:0045330,1.0,1.0
GO:0045333,1.0,1.0
GO:0045337,1.0,1.0
GO:0045437,1.0,1.0
GO:0045454,1.0,1.0
GO:0045471,1.0,1.0
GO:0045490,0.3571428571428571,1.0
GO:0045493,1.0,1.0
GO:0045547,1.0,1.0
GO:0045717,1.0,1.0
GO:0045723,1.0,1.0
GO:0045727,0.3571428571428571,1.0
GO:0045732,1.0,1.0
GO:0045733,1.0,1.0
GO:0045819,1.0,1.0
GO:0045828,1.0,1.0
GO:0045848,1.0,1.0
GO:0045861,1.0,1.0
GO:0045862,1.0,1.0
GO:0045883,1.0,1.0
GO:0045892,0.6632961406587317,1.0
GO:0045893,0.18266788654021543,1.0
GO:0045900,1.0,1.0
GO:0045903,1.0,1.0
GO:0045911,1.0,1.0
GO:0045912,1.0,1.0
GO:0045913,1.0,1.0
GO:0045926,1.0,1.0
GO:0045936,1.0,1.0
GO:0045947,1.0,1.0
GO:0045948,1.0,1.0
GO:0045974,1.0,1.0
GO:0045975,1.0,1.0
GO:0046033,1.0,1.0
GO:0046037,1.0,1.0
GO:0046040,1.0,1.0
GO:0046047,1.0,1.0
GO:0046050,1.0,1.0
GO:0046052,1.0,1.0
GO:0046061,1.0,1.0
GO:0046067,1.0,1.0
GO:0046076,1.0,1.0
GO:0046081,1.0,1.0
GO:0046084,1.0,1.0
GO:0046086,1.0,1.0
GO:0046098,1.0,1.0
GO:0046100,1.0,1.0
GO:0046101,1.0,1.0
GO:0046103,1.0,1.0
GO:0046104,1.0,1.0
GO:0046113,1.0,1.0
GO:0046115,1.0,1.0
GO:0046124,1.0,1.0
GO:0046132,1.0,1.0
GO:0046133,1.0,1.0
GO:0046135,1.0,1.0
GO:0046166,1.0,1.0
GO:0046167,1.0,1.0
GO:0046168,1.0,1.0
GO:0046174,1.0,1.0
GO:0046176,1.0,1.0
GO:0046177,1.0,1.0
GO:0046181,1.0,1.0
GO:0046183,1.0,1.0
GO:0046187,1.0,1.0
GO:0046196,1.0,1.0
GO:0046203,1.0,1.0
GO:0046208,1.0,1.0
GO:0046210,1.0,1.0
GO:0046214,1.0,1.0
GO:0046256,1.0,1.0
GO:0046271,1.0,1.0
GO:0046279,1.0,1.0
GO:0046292,1.0,1.0
GO:0046294,1.0,1.0
GO:0046295,1.0,1.0
GO:0046296,1.0,1.0
GO:0046306,1.0,1.0
GO:0046316,1.0,1.0
GO:0046323,1.0,1.0
GO:0046325,1.0,1.0
GO:0046336,1.0,1.0
GO:0046342,1.0,1.0
GO:0046348,1.0,1.0
GO:0046365,1.0,1.0
GO:0046377,1.0,1.0
GO:0046386,1.0,1.0
GO:0046392,1.0,1.0
GO:0046394,1.0,1.0
GO:0046397,1.0,1.0
GO:0046411,1.0,1.0
GO:0046416,1.0,1.0
GO:0046417,1.0,1.0
GO:0046421,1.0,1.0
GO:0046428,1.0,1.0
GO:0046429,1.0,1.0
GO:0046452,1.0,1.0
GO:0046459,1.0,1.0
GO:0046470,1.0,1.0
GO:0046471,1.0,1.0
GO:0046474,1.0,1.0
GO:0046475,1.0,1.0
GO:0046487,1.0,1.0
GO:0046493,1.0,1.0
GO:0046496,1.0,1.0
GO:0046501,1.0,1.0
GO:0046537,1.0,1.0
GO:0046538,1.0,1.0
GO:0046553,1.0,1.0
GO:0046566,1.0,1.0
GO:0046583,1.0,1.0
GO:0046618,1.0,1.0
GO:0046653,1.0,1.0
GO:0046654,1.0,1.0
GO:0046655,1.0,1.0
GO:0046656,1.0,1.0
GO:0046657,1.0,1.0
GO:0046677,0.6520726786806893,1.0
GO:0046685,1.0,1.0
GO:0046686,1.0,1.0
GO:0046687,1.0,1.0
GO:0046688,1.0,1.0
GO:0046690,1.0,1.0
GO:0046710,1.0,1.0
GO:0046718,1.0,1.0
GO:0046777,1.0,1.0
GO:0046790,1.0,1.0
GO:0046813,1.0,1.0
GO:0046820,1.0,1.0
GO:0046835,1.0,1.0
GO:0046836,1.0,1.0
GO:0046839,1.0,1.0
GO:0046854,1.0,1.0
GO:0046857,1.0,1.0
GO:0046870,1.0,1.0
GO:0046872,0.6248306731478207,1.0
GO:0046873,1.0,1.0
GO:0046890,1.0,1.0
GO:0046901,1.0,1.0
GO:0046906,1.0,1.0
GO:0046912,1.0,1.0
GO:0046914,1.0,1.0
GO:0046917,1.0,1.0
GO:0046920,1.0,1.0
GO:0046930,1.0,1.0
GO:0046933,1.0,1.0
GO:0046936,1.0,1.0
GO:0046940,1.0,1.0
GO:0046942,1.0,1.0
GO:0046943,1.0,1.0
GO:0046952,1.0,1.0
GO:0046961,1.0,1.0
GO:0046982,1.0,1.0
GO:0046983,1.0,1.0
GO:0046990,1.0,1.0
GO:0047001,1.0,1.0
GO:0047029,1.0,1.0
GO:0047070,1.0,1.0
GO:0047106,1.0,1.0
GO:0047111,1.0,1.0
GO:0047134,1.0,1.0
GO:0047241,1.0,1.0
GO:0047270,1.0,1.0
GO:0047293,1.0,1.0
GO:0047324,1.0,1.0
GO:0047371,1.0,1.0
GO:0047372,1.0,1.0
GO:0047388,1.0,1.0
GO:0047389,1.0,1.0
GO:0047395,1.0,1.0
GO:0047405,1.0,1.0
GO:0047419,1.0,1.0
GO:0047429,1.0,1.0
GO:0047440,1.0,1.0
GO:0047450,1.0,1.0
GO:0047451,1.0,1.0
GO:0047456,1.0,1.0
GO:0047465,1.0,1.0
GO:0047475,1.0,1.0
GO:0047480,1.0,1.0
GO:0047527,1.0,1.0
GO:0047545,0.3571428571428571,1.0
GO:0047547,1.0,1.0
GO:0047559,1.0,1.0
GO:0047577,1.0,1.0
GO:0047589,1.0,1.0
GO:0047617,1.0,1.0
GO:0047622,1.0,1.0
GO:0047631,1.0,1.0
GO:0047639,1.0,1.0
GO:0047652,1.0,1.0
GO:0047661,1.0,1.0
GO:0047681,1.0,1.0
GO:0047693,1.0,1.0
GO:0047723,1.0,1.0
GO:0047724,1.0,1.0
GO:0047770,1.0,1.0
GO:0047804,1.0,1.0
GO:0047808,1.0,1.0
GO:0047809,1.0,1.0
GO:0047840,1.0,1.0
GO:0047917,1.0,1.0
GO:0047938,1.0,1.0
GO:0047952,1.0,1.0
GO:0047954,1.0,1.0
GO:0047975,1.0,1.0
GO:0047995,1.0,1.0
GO:0048001,1.0,1.0
GO:0048027,1.0,1.0
GO:0048029,1.0,1.0
GO:0048031,1.0,1.0
GO:0048034,1.0,1.0
GO:0048038,1.0,1.0
GO:0048039,1.0,1.0
GO:0048040,1.0,1.0
GO:0048255,1.0,1.0
GO:0048473,1.0,1.0
GO:0048476,1.0,1.0
GO:0048500,1.0,1.0
GO:0048502,1.0,1.0
GO:0048870,1.0,1.0
GO:0050032,1.0,1.0
GO:0050048,1.0,1.0
GO:0050081,1.0,1.0
GO:0050084,1.0,1.0
GO:0050089,1.0,1.0
GO:0050131,1.0,1.0
GO:0050136,0.536082474226804,1.0
GO:0050140,1.0,1.0
GO:0050145,1.0,1.0
GO:0050152,1.0,1.0
GO:0050163,1.0,1.0
GO:0050165,1.0,1.0
GO:0050176,1.0,1.0
GO:0050179,1.0,1.0
GO:0050218,1.0,1.0
GO:0050225,1.0,1.0
GO:0050236,1.0,1.0
GO:0050262,1.0,1.0
GO:0050263,1.0,1.0
GO:0050272,1.0,1.0
GO:0050286,1.0,1.0
GO:0050297,1.0,1.0
GO:0050308,1.0,1.0
GO:0050311,1.0,1.0
GO:0050340,1.0,1.0
GO:0050355,1.0,1.0
GO:0050380,1.0,1.0
GO:0050385,1.0,1.0
GO:0050401,1.0,1.0
GO:0050418,1.0,1.0
GO:0050427,1.0,1.0
GO:0050440,1.0,1.0
GO:0050446,1.0,1.0
GO:0050483,1.0,1.0
GO:0050484,1.0,1.0
GO:0050498,1.0,1.0
GO:0050511,1.0,1.0
GO:0050515,1.0,1.0
GO:0050518,1.0,1.0
GO:0050519,1.0,1.0
GO:0050526,1.0,1.0
GO:0050531,1.0,1.0
GO:0050568,1.0,1.0
GO:0050569,1.0,1.0
GO:0050570,1.0,1.0
GO:0050572,1.0,1.0
GO:0050577,1.0,1.0
GO:0050580,1.0,1.0
GO:0050626,1.0,1.0
GO:0050660,0.6520726786806893,1.0
GO:0050661,1.0,1.0
GO:0050667,1.0,1.0
GO:0050779,1.0,1.0
GO:0050821,1.0,1.0
GO:0050897,1.0,1.0
GO:0050918,1.0,1.0
GO:0050919,1.0,1.0
GO:0050920,1.0,1.0
GO:0050992,1.0,1.0
GO:0050997,1.0,1.0
GO:0051065,1.0,1.0
GO:0051073,1.0,1.0
GO:0051075,1.0,1.0
GO:0051082,1.0,1.0
GO:0051083,1.0,1.0
GO:0051085,1.0,1.0
GO:0051087,1.0,1.0
GO:0051090,1.0,1.0
GO:0051096,1.0,1.0
GO:0051103,0.3571428571428571,1.0
GO:0051108,1.0,1.0
GO:0051109,1.0,1.0
GO:0051117,1.0,1.0
GO:0051131,1.0,1.0
GO:0051143,1.0,1.0
GO:0051156,1.0,1.0
GO:0051191,1.0,1.0
GO:0051192,1.0,1.0
GO:0051205,1.0,1.0
GO:0051213,1.0,1.0
GO:0051224,1.0,1.0
GO:0051252,1.0,1.0
GO:0051258,1.0,1.0
GO:0051259,1.0,1.0
GO:0051260,1.0,1.0
GO:0051262,1.0,1.0
GO:0051266,1.0,1.0
GO:0051274,1.0,1.0
GO:0051276,0.536082474226804,1.0
GO:0051286,1.0,1.0
GO:0051287,0.28948821796759944,1.0
GO:0051289,1.0,1.0
GO:0051301,0.3571428571428571,1.0
GO:0051302,1.0,1.0
GO:0051304,1.0,1.0
GO:0051391,1.0,1.0
GO:0051392,1.0,1.0
GO:0051409,1.0,1.0
GO:0051410,1.0,1.0
GO:0051453,1.0,1.0
GO:0051454,1.0,1.0
GO:0051476,1.0,1.0
GO:0051479,1.0,1.0
GO:0051484,1.0,1.0
GO:0051494,1.0,1.0
GO:0051495,1.0,1.0
GO:0051499,1.0,1.0
GO:0051500,1.0,1.0
GO:0051518,1.0,1.0
GO:0051536,0.536082474226804,1.0
GO:0051537,1.0,1.0
GO:0051538,1.0,1.0
GO:0051539,0.08552054351716097,1.0
GO:0051540,1.0,1.0
GO:0051575,1.0,1.0
GO:0051595,1.0,1.0
GO:0051596,1.0,1.0
GO:0051599,1.0,1.0
GO:0051603,1.0,1.0
GO:0051604,1.0,1.0
GO:0051607,1.0,1.0
GO:0051649,1.0,1.0
GO:0051726,1.0,1.0
GO:0051745,1.0,1.0
GO:0051781,1.0,1.0
GO:0051782,1.0,1.0
GO:0051870,1.0,1.0
GO:0051871,1.0,1.0
GO:0051903,1.0,1.0
GO:0051908,1.0,1.0
GO:0051920,1.0,1.0
GO:0051977,1.0,1.0
GO:0051978,1.0,1.0
GO:0051983,1.0,1.0
GO:0051989,1.0,1.0
GO:0051991,1.0,1.0
GO:0051992,1.0,1.0
GO:0052131,1.0,1.0
GO:0052381,1.0,1.0
GO:0052588,1.0,1.0
GO:0052589,1.0,1.0
GO:0052595,1.0,1.0
GO:0052614,1.0,1.0
GO:0052621,1.0,1.0
GO:0052654,1.0,1.0
GO:0052655,1.0,1.0
GO:0052656,1.0,1.0
GO:0052657,1.0,1.0
GO:0052660,1.0,1.0
GO:0052661,1.0,1.0
GO:0052665,1.0,1.0
GO:0052673,1.0,1.0
GO:0052689,1.0,1.0
GO:0052693,1.0,1.0
GO:0052717,1.0,1.0
GO:0052733,1.0,1.0
GO:0052734,1.0,1.0
GO:0052737,1.0,1.0
GO:0052739,1.0,1.0
GO:0052740,1.0,1.0
GO:0052745,1.0,1.0
GO:0052751,1.0,1.0
GO:0052773,1.0,1.0
GO:0052777,1.0,1.0
GO:0052778,1.0,1.0
GO:0052816,1.0,1.0
GO:0052821,1.0,1.0
GO:0052822,1.0,1.0
GO:0052823,1.0,1.0
GO:0052832,1.0,1.0
GO:0052833,1.0,1.0
GO:0052837,1.0,1.0
GO:0052851,1.0,1.0
GO:0052855,1.0,1.0
GO:0052856,1.0,1.0
GO:0052857,1.0,1.0
GO:0052858,1.0,1.0
GO:0052865,1.0,1.0
GO:0052868,1.0,1.0
GO:0052873,1.0,1.0
GO:0052874,1.0,1.0
GO:0052875,1.0,1.0
GO:0052890,1.0,1.0
GO:0052906,1.0,1.0
GO:0052907,0.3571428571428571,1.0
GO:0052908,1.0,1.0
GO:0052911,1.0,1.0
GO:0052913,1.0,1.0
GO:0052914,1.0,1.0
GO:0052915,1.0,1.0
GO:0052916,1.0,1.0
GO:0055051,1.0,1.0
GO:0055052,0.2935431361909929,1.0
GO:0055070,1.0,1.0
GO:0055082,1.0,1.0
GO:0055085,0.7174089927909919,1.0
GO:0055086,1.0,1.0
GO:0055129,1.0,1.0
GO:0055130,1.0,1.0
GO:0060003,1.0,1.0
GO:0060090,0.3571428571428571,1.0
GO:0060187,1.0,1.0
GO:0060241,0.3571428571428571,1.0
GO:0060274,1.0,1.0
GO:0060326,1.0,1.0
GO:0060566,1.0,1.0
GO:0060567,1.0,1.0
GO:0060698,1.0,1.0
GO:0060699,1.0,1.0
GO:0061077,0.28948821796759944,1.0
GO:0061133,1.0,1.0
GO:0061157,1.0,1.0
GO:0061459,1.0,1.0
GO:0061463,1.0,1.0
GO:0061473,1.0,1.0
GO:0061475,1.0,1.0
GO:0061503,1.0,1.0
GO:0061504,1.0,1.0
GO:0061513,1.0,1.0
GO:0061522,1.0,1.0
GO:0061542,1.0,1.0
GO:0061593,1.0,1.0
GO:0061594,1.0,1.0
GO:0061595,1.0,1.0
GO:0061596,1.0,1.0
GO:0061598,1.0,1.0
GO:0061599,1.0,1.0
GO:0061602,1.0,1.0
GO:0061603,1.0,1.0
GO:0061605,1.0,1.0
GO:0061610,1.0,1.0
GO:0061615,1.0,1.0
GO:0061621,1.0,1.0
GO:0061627,1.0,1.0
GO:0061634,1.0,1.0
GO:0061677,1.0,1.0
GO:0061693,1.0,1.0
GO:0061694,1.0,1.0
GO:0061710,1.0,1.0
GO:0061711,1.0,1.0
GO:0061720,1.0,1.0
GO:0061727,1.0,1.0
GO:0061733,1.0,1.0
GO:0061787,1.0,1.0
GO:0061798,1.0,1.0
GO:0061799,1.0,1.0
GO:0061818,1.0,1.0
GO:0061928,1.0,1.0
GO:0061929,1.0,1.0
GO:0061980,0.3571428571428571,1.0
GO:0062054,1.0,1.0
GO:0062077,1.0,1.0
GO:0062155,1.0,1.0
GO:0062158,1.0,1.0
GO:0062192,1.0,1.0
GO:0062193,1.0,1.0
GO:0065002,1.0,1.0
GO:0065003,1.0,1.0
GO:0070006,1.0,1.0
GO:0070012,1.0,1.0
GO:0070025,1.0,1.0
GO:0070026,1.0,1.0
GO:0070038,1.0,1.0
GO:0070039,1.0,1.0
GO:0070040,1.0,1.0
GO:0070041,1.0,1.0
GO:0070042,1.0,1.0
GO:0070043,1.0,1.0
GO:0070063,0.3571428571428571,1.0
GO:0070069,1.0,1.0
GO:0070095,1.0,1.0
GO:0070178,1.0,1.0
GO:0070180,1.0,1.0
GO:0070181,1.0,1.0
GO:0070204,1.0,1.0
GO:0070205,1.0,1.0
GO:0070206,1.0,1.0
GO:0070207,1.0,1.0
GO:0070297,1.0,1.0
GO:0070298,1.0,1.0
GO:0070299,1.0,1.0
GO:0070301,0.3571428571428571,1.0
GO:0070329,1.0,1.0
GO:0070335,1.0,1.0
GO:0070401,1.0,1.0
GO:0070402,1.0,1.0
GO:0070403,1.0,1.0
GO:0070404,0.3571428571428571,1.0
GO:0070406,1.0,1.0
GO:0070415,1.0,1.0
GO:0070417,1.0,1.0
GO:0070469,1.0,1.0
GO:0070475,0.1251840942562592,1.0
GO:0070476,1.0,1.0
GO:0070482,1.0,1.0
GO:0070497,0.3571428571428571,1.0
GO:0070525,1.0,1.0
GO:0070538,1.0,1.0
GO:0070566,1.0,1.0
GO:0070568,1.0,1.0
GO:0070573,1.0,1.0
GO:0070574,1.0,1.0
GO:0070581,1.0,1.0
GO:0070588,1.0,1.0
GO:0070614,1.0,1.0
GO:0070626,1.0,1.0
GO:0070677,1.0,1.0
GO:0070678,1.0,1.0
GO:0070689,1.0,1.0
GO:0070716,1.0,1.0
GO:0070728,1.0,1.0
GO:0070733,1.0,1.0
GO:0070778,1.0,1.0
GO:0070814,1.0,1.0
GO:0070819,1.0,1.0
GO:0070905,0.3571428571428571,1.0
GO:0070929,1.0,1.0
GO:0070930,1.0,1.0
GO:0070968,1.0,1.0
GO:0070981,1.0,1.0
GO:0070987,1.0,1.0
GO:0070989,1.0,1.0
GO:0070991,1.0,1.0
GO:0071047,1.0,1.0
GO:0071111,1.0,1.0
GO:0071139,1.0,1.0
GO:0071172,1.0,1.0
GO:0071218,1.0,1.0
GO:0071230,1.0,1.0
GO:0071236,1.0,1.0
GO:0071237,1.0,1.0
GO:0071243,1.0,1.0
GO:0071248,1.0,1.0
GO:0071249,1.0,1.0
GO:0071250,1.0,1.0
GO:0071266,1.0,1.0
GO:0071269,1.0,1.0
GO:0071271,1.0,1.0
GO:0071276,1.0,1.0
GO:0071278,1.0,1.0
GO:0071280,1.0,1.0
GO:0071281,1.0,1.0
GO:0071284,1.0,1.0
GO:0071286,1.0,1.0
GO:0071287,1.0,1.0
GO:0071288,1.0,1.0
GO:0071289,1.0,1.0
GO:0071291,1.0,1.0
GO:0071292,1.0,1.0
GO:0071294,1.0,1.0
GO:0071310,1.0,1.0
GO:0071421,1.0,1.0
GO:0071422,1.0,1.0
GO:0071423,1.0,1.0
GO:0071424,1.0,1.0
GO:0071433,1.0,1.0
GO:0071453,1.0,1.0
GO:0071454,1.0,1.0
GO:0071456,1.0,1.0
GO:0071466,1.0,1.0
GO:0071467,1.0,1.0
GO:0071468,1.0,1.0
GO:0071470,1.0,1.0
GO:0071474,1.0,1.0
GO:0071475,1.0,1.0
GO:0071476,1.0,1.0
GO:0071500,1.0,1.0
GO:0071513,1.0,1.0
GO:0071518,1.0,1.0
GO:0071522,1.0,1.0
GO:0071555,0.3571428571428571,1.0
GO:0071577,1.0,1.0
GO:0071578,1.0,1.0
GO:0071667,1.0,1.0
GO:0071702,0.5505798969072165,1.0
GO:0071709,1.0,1.0
GO:0071713,1.0,1.0
GO:0071731,1.0,1.0
GO:0071732,1.0,1.0
GO:0071805,1.0,1.0
GO:0071806,1.0,1.0
GO:0071807,1.0,1.0
GO:0071871,1.0,1.0
GO:0071885,1.0,1.0
GO:0071890,1.0,1.0
GO:0071897,1.0,1.0
GO:0071916,1.0,1.0
GO:0071934,1.0,1.0
GO:0071944,1.0,1.0
GO:0071945,1.0,1.0
